Builder,Pedal,Catalog Type,Pedal Info,Picture,PRP Complete,Research Record
Cave Pedals,FETish,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 160/cave-fetish.md
Cave Pedals,Quad,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 160/cave-quad.md
Caveman Audio / Skrydstrup,ODR1,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Caveman Audio / Skrydstrup/ODR1.md
Caveman Audio / Skrydstrup,ODR2,Overdrive,DONE,DONE,DONE,./research/pedals/Caveman Audio / Skrydstrup/ODR2.md
CBC Pedals,Ampeg Scrambler,Fuzz,DONE,DONE,DONE,./research/pedals/CBC Pedals/Ampeg Scrambler.md
CBC Pedals,Foxx Tone Machine,Fuzz,DONE,DONE,DONE,./research/pedals/CBC Pedals/Foxx Tone Machine.md
CBC Pedals,FY-2 Companion,Fuzz,DONE,DONE,DONE,./research/pedals/CBC Pedals/FY-2 Companion.md
CBC Pedals,Harmonic Percolator,Fuzz,DONE,DONE,DONE,./research/pedals/CBC Pedals/Harmonic Percolator.md
CBC Pedals,The Drive,Overdrive,DONE,DONE,DONE,./research/pedals/CBC Pedals/The Drive.md
CBC Pedals,The Superfuzz,Fuzz,DONE,DONE,DONE,./research/pedals/CBC Pedals/The Superfuzz.md
CBS-Arbiter,CBS-Arbiter Doubler,Fuzz,DONE,DONE,DONE,./research/pedals/CBS-Arbiter/CBS-Arbiter Doubler.md
CBS-Arbiter,CBS-Arbiter Fuzz Face,Fuzz,DONE,DONE,DONE,./research/pedals/CBS-Arbiter/CBS-Arbiter Fuzz Face.md
CBS-Arbiter,CBS-Arbiter Fuzz King,Fuzz,DONE,DONE,DONE,./research/pedals/CBS-Arbiter/CBS-Arbiter Fuzz King.md
CBS-Arbiter,CBS-Arbiter Fuzz Phazer,Fuzz,DONE,NEEDED,NEEDED,./research/pedals/CBS-Arbiter/CBS-Arbiter Fuzz Phazer.md
CBS-Arbiter,CBS-Arbiter Wah-Fuzz-Swell,Fuzz,DONE,DONE,DONE,./research/pedals/CBS-Arbiter/CBS-Arbiter Wah-Fuzz-Swell.md
CDB Pedals,Darkwater,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/CDB Pedals/Darkwater.md
Cedar Custom Effects,Cedar Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Cedar Custom Effects/Cedar Drive.md
Celebrity Pedals,Adam Driver,Overdrive,DONE,DONE,DONE,./research/pedals/Celebrity Pedals/Adam Driver.md
Celebrity Pedals,Distorsean Paul,Distortion,DONE,DONE,DONE,./research/pedals/Celebrity Pedals/Distorsean Paul.md
Celebrity Pedals,Djent Reznor,Overdrive,DONE,DONE,DONE,./research/pedals/Celebrity Pedals/Djent Reznor.md
Celebrity Pedals,Fuzzbulla,Fuzz,DONE,DONE,DONE,./research/pedals/Celebrity Pedals/Fuzzbulla.md
Celebrity Pedals,Fuzztin Bieber,Fuzz,DONE,DONE,DONE,./research/pedals/Celebrity Pedals/Fuzztin Bieber.md
Celestial Effects,Aquarius,Fuzz,DONE,DONE,DONE,./research/pedals/Celestial Effects/Aquarius.md
Celestial Effects,Aries - Beast Distortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Celestial Effects/Aries - Beast Distortion.md
Celestial Effects,Cancer - Wah The Fuzz?,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Celestial Effects/Cancer - Wah The Fuzz?.md
Celestial Effects,Capricorn - Rock Distortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Celestial Effects/Capricorn - Rock Distortion.md
Celestial Effects,Sagittarius - Overdrive Boost,Overdrive,DONE,DONE,DONE,./research/pedals/Celestial Effects/Sagittarius - Overdrive Boost.md
Celestial Effects,Taurus - Blues Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Celestial Effects/Taurus - Blues Overdrive.md
Celestial Effects,Virgo - Rock Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Celestial Effects/Virgo - Rock Overdrive.md
Celmo,Pimento Sardine Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Celmo/Pimento Sardine Overdrive.md
Celmo,Sardine Can,Overdrive,DONE,DONE,DONE,./research/pedals/Celmo/Sardine Can.md
Center Street Electronics,Drone Station Fuzz,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Center Street Electronics/Drone Station Fuzz.md
Center Street Electronics,Druid Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Center Street Electronics/Druid Fuzz.md
Center Street Electronics,God Hates Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Center Street Electronics/God Hates Fuzz.md
Center Street Electronics,Godly Red,Distortion / Fuzz / Overdrive,DONE,NEEDED,NEEDED,./research/pedals/Center Street Electronics/Godly Red.md
Center Street Electronics,Rasputin Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Center Street Electronics/Rasputin Fuzz.md
Center Street Electronics,The Murphy,Overdrive,DONE,DONE,DONE,./research/pedals/Center Street Electronics/The Murphy.md
Century,Century SDI-1 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Century/Century SDI-1 Distortion.md
Century,Century SHM-8 Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/Century/Century SHM-8 Heavy Metal.md
Ceriatone,Centura Professional Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Ceriatone/Centura Professional Overdrive.md
Ceriatone,Horse Breaker,Overdrive,DONE,DONE,DONE,./research/pedals/Ceriatone/Horse Breaker.md
César Diaz,Diaz Texas Square Face,Fuzz,DONE,DONE,DONE,./research/pedals/César Diaz/Diaz Texas Square Face.md
ChadderBox Effects,Loud/Louder,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/ChadderBox Effects/Loud-Louder.md
Chamber Of Sounds,Green Genie,Fuzz,DONE,DONE,DONE,./research/pedals/Chamber Of Sounds/Green Genie.md
Champion City Effects,Cosmic Owl,Distortion,DONE,DONE,DONE,./research/pedals/Champion City Effects/Cosmic Owl.md
Champion City Effects,Cosmonaut,Distortion,DONE,DONE,DONE,./research/pedals/Champion City Effects/Cosmonaut.md
Champion City Effects,El Gato Malo,Distortion,DONE,NEEDED,NEEDED,./research/pedals/Champion City Effects/El Gato Malo.md
Champion City Effects,Ezekiel,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Champion City Effects/Ezekiel.md
Champion City Effects,Mjolnir Heavy Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Champion City Effects/Mjolnir Heavy Distortion.md
Champion Leccy,Canny Fettle Boost,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Champion Leccy/Canny Fettle Boost.md
Champion Leccy,Evil Twin,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Champion Leccy/Evil Twin.md
Champion Leccy,The Divvy,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Champion Leccy/The Divvy.md
Champion Leccy,The Dunsh,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Champion Leccy/The Dunsh.md
Champion Leccy,The Fat Gett,Fuzz,DONE,DONE,DONE,./research/pedals/Champion Leccy/The Fat Gett.md
Champion Leccy,The Gett,Fuzz,DONE,DONE,DONE,./research/pedals/Champion Leccy/The Gett.md
Chancho Electronics,Plumbus Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chancho Electronics/Plumbus Fuzz.md
Chandler,Chandler Tube Driver,Overdrive,DONE,DONE,DONE,./research/pedals/Chandler/Chandler Tube Driver.md
Chandler Limited,Germanium Drive,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Chandler Limited/Germanium Drive.md
Chaos Custom Shop / Chaos FX,C.Drive,Overdrive,DONE,NEEDED,NEEDED,./research/pedals/Chaos Custom Shop - Chaos FX/C.Drive.md
Chaos Custom Shop / Chaos FX,Fuzz Machine,Fuzz,DONE,DONE,DONE,./research/pedals/Chaos Custom Shop - Chaos FX/Fuzz Machine.md
Chaos Custom Shop / Chaos FX,K.O. Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Chaos Custom Shop - Chaos FX/K.O. Drive.md
Chaos Custom Shop / Chaos FX,Lugola Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chaos Custom Shop - Chaos FX/Lugola Fuzz.md
Chaos Custom Shop / Chaos FX,X.Drive Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Chaos Custom Shop - Chaos FX/X.Drive Distortion.md
Chapter 53 Boutique Effects,Fuzzmaster,Fuzz,DONE,DONE,DONE,./research/pedals/Chapter 53 Boutique Effects/Fuzzmaster.md
Charlie Paolo Custom Effects,Bloodstone Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Charlie Paolo Custom Effects/Bloodstone Overdrive.md
Charlie Paolo Custom Effects,Obsidian Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Charlie Paolo Custom Effects/Obsidian Fuzz.md
Charlie Paolo Custom Effects,Sapphire - Transparent Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Charlie Paolo Custom Effects/Sapphire - Transparent Overdrive.md
Charlie Paolo Custom Effects,Toothaker Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Charlie Paolo Custom Effects/Toothaker Distortion.md
Charlie Pedals,Theophane,Fuzz,DONE,DONE,DONE,./research/pedals/Charlie Pedals/Theophane.md
Charlie Pedals,Troubadour 2023,Fuzz,DONE,DONE,DONE,./research/pedals/Charlie Pedals/Troubadour 2023.md
Charlie Pedals,Troubadour MKI.5,Fuzz,DONE,DONE,DONE,./research/pedals/Charlie Pedals/Troubadour MKI.5.md
Chase Bliss,Brothers AM,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Chase Bliss/Brothers AM.md
Chase Bliss Audio,Bliss Factory,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Bliss Factory.md
Chase Bliss Audio,Brothers,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Brothers.md
Chase Bliss Audio,Brothers - Analog Gainstage,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Brothers - Analog Gainstage.md
Chase Bliss Audio,Brothers AM,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Brothers AM.md
Chase Bliss Audio,Condor - Analog EQ / Pre / Filter,Overdrive,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Condor - Analog EQ - Pre - Filter.md
Chase Bliss Audio,Condor Hifi - Analog EQ / Pre / Filter,Overdrive,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Condor Hifi - Analog EQ - Pre - Filter.md
Chase Bliss Audio,Dirt Bird,Distortion,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Dirt Bird.md
Chase Bliss Audio,Preamp MKII,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Chase Bliss Audio/Preamp MKII.md
Chase Tone,'68 Red Velvet Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/'68 Red Velvet Fuzz.md
Chase Tone,Black Stardust BC109 Silicon Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/Black Stardust BC109 Silicon Fuzz.md
Chase Tone,Blue Stardust BC108 Silicon Fuzz,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Chase Tone/Blue Stardust BC108 Silicon Fuzz.md
Chase Tone,Candy Apple Red Glazed Germanium Fuzz Face,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/Candy Apple Red Glazed Germanium Fuzz Face.md
Chase Tone,Fuzz Fella Blue BC108C,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Chase Tone/Fuzz Fella Blue BC108C.md
Chase Tone,Metallic Blue Stardust Hi-Octave Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/Metallic Blue Stardust Hi-Octave Fuzz.md
Chase Tone,Purple Stardust Hi-Octave Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/Purple Stardust Hi-Octave Fuzz.md
Chase Tone,Red Stardust Germanium Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/Red Stardust Germanium Fuzz.md
Chase Tone,Silver Stardust BC183/2L Silicon Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chase Tone/Silver Stardust BC183 2L Silicon Fuzz.md
Chaser,HM-3 Heavy Metal,Distortion,DONE,NEEDED,NEEDED,./research/pedals/Chaser/HM-3 Heavy Metal.md
CheeseBlocks Effects,Phoenix Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/CheeseBlocks Effects/Phoenix Fuzz.md
CheeseBlocks Effects,THE Cheese Distortion,Distortion,DONE,DONE,DONE,./research/pedals/CheeseBlocks Effects/THE Cheese Distortion.md
Chellee Guitars,Odelya,Overdrive,DONE,DONE,DONE,./research/pedals/Chellee Guitars/Odelya.md
Chellee Guitars,Odie - Classic Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chellee Guitars/Odie - Classic Overdrive.md
Chellee Guitars,Odie - Modified Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chellee Guitars/Odie - Modified Overdrive.md
Chellee Guitars,Odie - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chellee Guitars/Odie - Overdrive.md
Chellee Guitars,Ponyboy - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chellee Guitars/Ponyboy - Overdrive.md
Chellee Guitars,Sir Robin - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chellee Guitars/Sir Robin - Overdrive.md
Chemistry Design Werks,Gigawatt - Overdrive & Delay,Overdrive,DONE,DONE,DONE,./research/pedals/Chemistry Design Werks/Gigawatt - Overdrive & Delay.md
Cherry Music,Mighty Sound M1 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Cherry Music/Mighty Sound M1 Distortion.md
Cherry Music,Mighty Sound M2 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cherry Music/Mighty Sound M2 Overdrive.md
Cherry Music,Mighty Sound M3 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Cherry Music/Mighty Sound M3 Fuzz.md
Chesapeake Effects,Flagship Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chesapeake Effects/Flagship Overdrive.md
Chicago Iron,Octavian,Fuzz,DONE,DONE,DONE,./research/pedals/Chicago Iron/Octavian.md
Chicago Stompworks,Black Fudge,Fuzz,DONE,DONE,DONE,./research/pedals/Chicago Stompworks/Black Fudge.md
Chicago Stompworks,Fat Bald Guy,Fuzz,DONE,DONE,DONE,./research/pedals/Chicago Stompworks/Fat Bald Guy.md
Chicago Stompworks,Gray Speck,Overdrive,DONE,DONE,DONE,./research/pedals/Chicago Stompworks/Gray Speck.md
Chicago Stompworks,Greeny,Fuzz,DONE,DONE,DONE,./research/pedals/Chicago Stompworks/Greeny.md
Chicago Stompworks,Legitimate Beef,Overdrive,DONE,DONE,DONE,./research/pedals/Chicago Stompworks/Legitimate Beef.md
ChiralityAudio,Black Swan,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/ChiralityAudio/Black Swan.md
ChiralityAudio,Splinter,Overdrive,DONE,DONE,DONE,./research/pedals/ChiralityAudio/Splinter.md
Chiu Luen,CL-1 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Chiu Luen/CL-1 Distortion.md
Chiu Luen,CL-3 Clean/Distortion/Reverb/Chorus,Distortion,DONE,DONE,DONE,./research/pedals/Chiu Luen/CL-3 Clean Distortion Reverb Chorus.md
Chiu Luen,CL-4 Distortion/Reverb,Distortion,DONE,DONE,DONE,./research/pedals/Chiu Luen/CL-4 Distortion Reverb.md
Chiu Luen,CL-5 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Chiu Luen/CL-5 Distortion.md
Chocolate Electronics,Chocolate Crunch,Overdrive,DONE,DONE,DONE,./research/pedals/Chocolate Electronics/Chocolate Crunch.md
Chocolate Electronics,Chocolate Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Chocolate Electronics/Chocolate Drive.md
Chocolate Electronics,Fuzzy Overdrive,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Chocolate Electronics/Fuzzy Overdrive.md
Chocolate Electronics,Melty Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chocolate Electronics/Melty Overdrive.md
Chord (by Daphon),BOD-50 Bass Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chord (by Daphon)/BOD-50 Bass Overdrive.md
Chord (by Daphon),DS-50 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Chord (by Daphon)/DS-50 Distortion.md
Chord (by Daphon),HM-50 Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/Chord (by Daphon)/HM-50 Heavy Metal.md
Chord (by Daphon),MT-50 Metal Driver,Distortion,DONE,DONE,DONE,./research/pedals/Chord (by Daphon)/MT-50 Metal Driver.md
Chord (by Daphon),OD-50 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Chord (by Daphon)/OD-50 Overdrive.md
Chord (by Daphon),SD-50 Super Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Chord (by Daphon)/SD-50 Super Distortion.md
Chord (by Tom's Line),OD50 Overdrive/Distortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Chord (by Tom's Line)/OD50 Overdrive Distortion.md
Chowny Bass,Fuzzster Bass Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chowny Bass/Fuzzster Bass Fuzz.md
Chris Custom,Crusher - Hi Gain Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Chris Custom/Crusher - Hi Gain Distortion.md
Chris Custom,DF-1 Dr.Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Chris Custom/DF-1 Dr.Fuzz.md
Chris Custom,Dr.Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Chris Custom/Dr.Drive.md
Chris Custom,Dr.Muff,Fuzz,DONE,DONE,DONE,./research/pedals/Chris Custom/Dr.Muff.md
Chris Custom,Dr.Scream,Overdrive,DONE,DONE,DONE,./research/pedals/Chris Custom/Dr.Scream.md
Chris Custom,Dr.Silvery,Overdrive,DONE,DONE,DONE,./research/pedals/Chris Custom/Dr.Silvery.md
Chris Custom,Fratz,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Chris Custom/Fratz.md
Chris Custom,Loud Crusher,Distortion,DONE,DONE,DONE,./research/pedals/Chris Custom/Loud Crusher.md
Chuck Pedals,Arcadiator,Fuzz,DONE,DONE,DONE,./research/pedals/Chuck Pedals/Arcadiator.md
Chuck Pedals,Diver,Fuzz,DONE,DONE,DONE,./research/pedals/Chuck Pedals/Diver.md
Chuck Pedals,VTO,Overdrive,DONE,DONE,DONE,./research/pedals/Chuck Pedals/VTO.md
Chucktone Effects,Overdrive 809,Overdrive,DONE,DONE,DONE,./research/pedals/Chucktone Effects/Overdrive 809.md
Chunk Systems,Brown Dog,Fuzz,DONE,DONE,DONE,./research/pedals/Chunk Systems/Brown Dog.md
Chunk Systems,FZ002,Fuzz,DONE,DONE,DONE,./research/pedals/Chunk Systems/FZ002.md
Ciclar,Arquera Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Ciclar/Arquera Overdrive.md
Ciclar,Motoquera Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Ciclar/Motoquera Fuzz.md
Cicognani Engineering,Double Decker,Overdrive,DONE,DONE,DONE,./research/pedals/Cicognani Engineering/Double Decker.md
Cicognani Engineering,Speciale DD 1959,Overdrive,DONE,DONE,DONE,./research/pedals/Cicognani Engineering/Speciale DD 1959.md
Cicognani Engineering,Triple Decker,Overdrive,DONE,DONE,DONE,./research/pedals/Cicognani Engineering/Triple Decker.md
Circle Of Tone,Blues Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Circle Of Tone/Blues Overdrive.md
Circle Of Tone,Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Circle Of Tone/Distortion.md
Circle Of Tone,FUZZ,Fuzz,DONE,DONE,DONE,./research/pedals/Circle Of Tone/FUZZ.md
Circle Of Tone,OVERDRIVE,Overdrive,DONE,DONE,DONE,./research/pedals/Circle Of Tone/OVERDRIVE.md
Circle Of Tone,Quad Damage,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Circle Of Tone/Quad Damage.md
Circuit Rider Effects,SiClops,Overdrive,DONE,DONE,DONE,./research/pedals/Circuit Rider Effects/SiClops.md
Circuitbenders,Black Box Audio Destructor,Distortion,DONE,DONE,DONE,./research/pedals/Circuitbenders/Black Box Audio Destructor.md
Circuitbenders,Demon Seed,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Circuitbenders/Demon Seed.md
CircuitFX,Cruncher,Overdrive,DONE,DONE,DONE,./research/pedals/CircuitFX/Cruncher.md
CircuitFX,Soldano SuperCharger,Overdrive,DONE,DONE,DONE,./research/pedals/CircuitFX/Soldano SuperCharger.md
Circuitous FX,FZ-BRK,Fuzz,DONE,DONE,DONE,./research/pedals/Circuitous FX/FZ-BRK.md
Circular Time Hardware,Acetone Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Circular Time Hardware/Acetone Fuzz.md
Circus Freak Music,The Bearded Lady Fuzztone,Fuzz,DONE,DONE,DONE,./research/pedals/Circus Freak Music/The Bearded Lady Fuzztone.md
Circus Freak Music,The Pickled Punk,Distortion,DONE,DONE,DONE,./research/pedals/Circus Freak Music/The Pickled Punk.md
Circus Freak Music,The Tattooed Lady,Overdrive,DONE,DONE,DONE,./research/pedals/Circus Freak Music/The Tattooed Lady.md
Citadel Electronics,Overtuber,Overdrive,DONE,DONE,DONE,./research/pedals/Citadel Electronics/Overtuber.md
Citadel Electronics,Particle Drive,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Citadel Electronics/Particle Drive.md
Citadel Electronics,Plutonium Overdrive,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Citadel Electronics/Plutonium Overdrive.md
Citadel Electronics,Vector,Fuzz,DONE,DONE,DONE,./research/pedals/Citadel Electronics/Vector.md
CKK Electronic,Destruction Drive - Aggressive High-Gain Distortion,Distortion,DONE,DONE,DONE,./research/pedals/CKK Electronic/Destruction Drive - Aggressive High-Gain Distortion.md
CKK Electronic,Flaming Lips - US Style Distortion with Fat Boost,Distortion,DONE,DONE,DONE,./research/pedals/CKK Electronic/Flaming Lips - US Style Distortion with Fat Boost.md
CKK Electronic,Gambler,Overdrive,DONE,DONE,DONE,./research/pedals/CKK Electronic/Gambler.md
CKK Electronic,Honey Jar - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/CKK Electronic/Honey Jar - Overdrive.md
CKK Electronic,Lunar Drive - Vintage Amp Tone Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/CKK Electronic/Lunar Drive - Vintage Amp Tone Overdrive.md
CKK Electronic,Royal Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/CKK Electronic/Royal Fuzz.md
CKK Electronic,Scream Drive - Two Gain Stage Classic Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/CKK Electronic/Scream Drive - Two Gain Stage Classic Overdrive.md
Clarenzio,Brìne - Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Clarenzio/Brìne - Distortion.md
Clarenzio,Cativèria - Tube Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Clarenzio/Cativèria - Tube Distortion.md
Clarenzio,Sandroun - Tube Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Clarenzio/Sandroun - Tube Overdrive.md
Clarenzio,Spètnador - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Clarenzio/Spètnador - Overdrive.md
Clarenzio,Strèmne - Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Clarenzio/Strèmne - Fuzz.md
Clarenzio,Stùrloun - Tube Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Clarenzio/Stùrloun - Tube Distortion.md
Clark Amplification,Gainster,Overdrive,DONE,DONE,DONE,./research/pedals/Clark Amplification/Gainster.md
Classic Audio Effects,Stumphouse Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Classic Audio Effects/Stumphouse Drive.md
Clay Jones,CJOD Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Clay Jones/CJOD Overdrive.md
Claybridge Sound Systems / Claybridge Audio,Fuzzmaster,Fuzz,DONE,DONE,DONE,./research/pedals/Claybridge Sound Systems / Claybridge Audio/Fuzzmaster.md
Claybridge Sound Systems / Claybridge Audio,Fuzzmaster MKIV,Fuzz,DONE,DONE,DONE,./research/pedals/Claybridge Sound Systems / Claybridge Audio/Fuzzmaster MKIV.md
Clayton,X-Treme DS-160 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Clayton/X-Treme DS-160 Distortion.md
Clayton,X-Treme MT-170 Metal Driver,Distortion,DONE,DONE,DONE,./research/pedals/Clayton/X-Treme MT-170 Metal Driver.md
Clayton,X-Treme OD-160 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Clayton/X-Treme OD-160 Overdrive.md
Clear Sound,Super Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Clear Sound/Super Fuzz.md
Cleveland Music Co.,Bleepcakes Overfuzz,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Bleepcakes Overfuzz.md
Cleveland Music Co.,EastSide Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./EastSide Overdrive.md
Cleveland Music Co.,Flats Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Flats Distortion.md
Cleveland Music Co.,Midgeapocalypse Vintage Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Midgeapocalypse Vintage Fuzz.md
Cleveland Music Co.,Old Stone Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Old Stone Overdrive.md
Cleveland Music Co.,Smuffle Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Smuffle Fuzz.md
Cleveland Music Co.,Superior Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Superior Overdrive.md
Cleveland Music Co.,The Heights Dynadrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./The Heights Dynadrive.md
Cleveland Music Co.,WestSide Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./WestSide Overdrive.md
Cleveland Music Co.,Woollybear Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Cleveland Music Co./Woollybear Fuzz.md
ClinchFX,Blue Classic,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/ClinchFX/Blue Classic.md
Clone Bro,Taurus,Overdrive,DONE,DONE,DONE,./research/pedals/Clone Bro/Taurus.md
Clone Bro,Tone King,Overdrive,DONE,NEEDED,NEEDED,./research/pedals/Clone Bro/Tone King.md
Cloud 9,DS-50 Distortion + Sustain,Distortion,DONE,DONE,DONE,./research/pedals/Cloud 9/DS-50 Distortion + Sustain.md
Cloud 9,TS-30 Tube Sound Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Cloud 9/TS-30 Tube Sound Overdrive.md
Cluster Effects,Dragon-71,Distortion,DONE,DONE,DONE,./research/pedals/Cluster Effects/Dragon-71.md
CMAT Mods,Black Plague,Distortion,DONE,DONE,DONE,./research/pedals/CMAT Mods/Black Plague.md
CMAT Mods,Brownie,Distortion,DONE,DONE,DONE,./research/pedals/CMAT Mods/Brownie.md
CMAT Mods,Butah,Overdrive,DONE,DONE,DONE,./research/pedals/CMAT Mods/Butah.md
