Builder,Pedal,Type
IdiotBox Effects,Tractor Beam,Fuzz
IdiotBox Effects,Trash Compactor,Distortion
IdiotBox Effects,Trench Cannon,Overdrive
IdiotBox Effects,WHORES. Fuzz Freq V.2,Fuzz
IdiotBox Effects,Wild Kyle,Distortion
J. Rockett Audio Designs,45 Caliber OD,Overdrive
J. Rockett Audio Designs,Archer Ikon OD,Overdrive
J. Rockett Audio Designs,Archer OD,Overdrive
J. Rockett Audio Designs,Blue Note Select,Overdrive
J. Rockett Audio Designs,Dude ODS V2,Overdrive
J. Rockett Audio Designs,HRM V2,Overdrive
Jackson Audio,Classic Vintage Fuzz,Fuzz
Jackson Audio,Goat Head,Fuzz
Jackson Audio,Modern Fuzz,Fuzz
Jackson Audio,Modern Fuzz Deluxe,Fuzz
Jackson Audio,Page MK II,Fuzz
JAM Pedals,Black Fuzz Phrase LTD,Fuzz
JAM Pedals,Double Dreamer,Distortion
JAM Pedals,Double Dreamer,Overdrive
JAM Pedals,Eureka!,Fuzz
JAM Pedals,Fuzz Phrase ltd,Fuzz
JAM Pedals,Fuzz Phrase Si,Fuzz
JAM Pedals,Lucydreamer,Distortion
JAM Pedals,Lucydreamer,Overdrive
JAM Pedals,Octaurus,Fuzz
JAM Pedals,Octaurus NOS,Fuzz
JAM Pedals,Rattler,Distortion
JAM Pedals,Rattler,Overdrive
JAM Pedals,Rattler Bass / Rattler Bass MKII,Distortion
JAM Pedals,Rattler Bass / Rattler Bass MKII,Overdrive
JAM Pedals,Rattler ltd,Distortion
JAM Pedals,Rattler ltd,Overdrive
JAM Pedals,Rattler MKII,Distortion
JAM Pedals,Rattler MKII,Overdrive
JAM Pedals,Red Muck,Distortion
JAM Pedals,Red Muck,Overdrive
JAM Pedals,Red Muck Bass,Distortion
JAM Pedals,Red Muck Bass,Overdrive
JAM Pedals,Red Muck mk.2,Distortion
JAM Pedals,Red Muck mk.2,Overdrive
JAM Pedals,Tiny Pond?,Distortion
JAM Pedals,Tiny Pond?,Overdrive
JAM Pedals,TubeDreamer,Distortion
JAM Pedals,TubeDreamer,Overdrive
JHS Pedals,3 Series Distortion,Distortion
JHS Pedals,3 Series Distortion,Fuzz
JHS Pedals,3 Series Distortion is explicitly identified by JHS as a distortion pedal that can also reach overdrive and fuzz tones,Distortion
JHS Pedals,3 Series Distortion is explicitly identified by JHS as a distortion pedal that can also reach overdrive and fuzz tones,Fuzz
JHS Pedals,3 Series Fuzz,Distortion
JHS Pedals,3 Series Fuzz,Fuzz
JHS Pedals,3 Series Overdrive,Overdrive
JHS Pedals,3 Series Screamer,Overdrive
JHS Pedals,4 Wheeler,Fuzz
JHS Pedals,424 Gain Stage,Distortion
JHS Pedals,424 Gain Stage,Overdrive
JHS Pedals,73 Rams Head,Fuzz
JHS Pedals,Angry Charlie V3,Overdrive
JHS Pedals,AT+,Overdrive
JHS Pedals,AT Mini,Overdrive
JHS Pedals,Bender,Fuzz
JHS Pedals,Bonsai,Overdrive
JHS Pedals,Bun Runner,Fuzz
JHS Pedals,Charlie Brown,Overdrive
JHS Pedals,Charlie Brown V4,Overdrive
JHS Pedals,Cheese Ball,Distortion
JHS Pedals,Cheese Ball,Fuzz
JHS Pedals,Colour Box V2,Distortion
JHS Pedals,Colour Box V2,Fuzz
JHS Pedals,Colour Box V2 — preamp with dirt-oriented use and placement in the JHS fuzz/distortion collection,Overdrive
JHS Pedals,Coyote,Distortion
JHS Pedals,Coyote,Fuzz
JHS Pedals,Crayon,Distortion
JHS Pedals,Crayon,Fuzz
JHS Pedals,Crimson,Fuzz
JHS Pedals,Double Barrel,Overdrive
JHS Pedals,Double Dragon,Distortion
JHS Pedals,Double Dragon,Fuzz
JHS Pedals,Double Dragon — octave-up distortion section within an octave device,Overdrive
JHS Pedals,EHX by JHS — Big Muff 2,Distortion
JHS Pedals,EHX by JHS Big Muff 2,Fuzz
JHS Pedals,EHX by JHS — Big Muff 2,Fuzz
JHS Pedals,Firefly,Fuzz
JHS Pedals,Hard Drive,Distortion
JHS Pedals,Hard Drive,Fuzz
JHS Pedals,"JHS's own collection places products into broad categories; where an individual product page gives a more precise function, that wording is preferred",Distortion
JHS Pedals,"JHS's own collection places products into broad categories; where an individual product page gives a more precise function, that wording is preferred",Fuzz
JHS Pedals,Kilt 10,Distortion
JHS Pedals,Kilt 10,Fuzz
JHS Pedals,Kilt 10,Overdrive
JHS Pedals,Kilt V2,Overdrive
JHS Pedals,Mini Foot Fuzz,Fuzz
JHS Pedals,Moonshine,Overdrive
JHS Pedals,Moonshine V2,Overdrive
JHS Pedals,Morning Glory,Overdrive
JHS Pedals,Morning Glory Clean,Overdrive
JHS Pedals,Morning Glory V4,Overdrive
JHS Pedals,Muffuletta,Distortion
JHS Pedals,Muffuletta,Fuzz
JHS Pedals,Notadümb̈le V2,Overdrive
JHS Pedals,Notadümbळë V2,Overdrive
JHS Pedals,Notadümblo V2,Overdrive
JHS Pedals,Notaklön,Overdrive
JHS Pedals,Notaklön Splatter,Overdrive
JHS Pedals,PackRat,Distortion
JHS Pedals,PackRat,Fuzz
JHS Pedals,PackRat White,Distortion
JHS Pedals,PackRat White,Fuzz
JHS Pedals,PG-14,Overdrive
JHS Pedals,Pollinator,Fuzz
JHS Pedals,Smiley,Fuzz
JHS Pedals,State Line,Overdrive
JHS Pedals,Steak and Eggs Overdrive/Compressor,Overdrive
JHS Pedals,SuperBolt,Overdrive
JHS Pedals,Supreme,Fuzz
JHS Pedals,The Violet,Distortion
JHS Pedals,The Violet,Overdrive
JHS Pedals,The Violet / Violet,Distortion
JHS Pedals,The Violet / Violet,Fuzz
JHS Pedals,The Violet / Violet,Overdrive
JHS Pedals,Twin Twelve,Overdrive
JHS Pedals,Violet,Distortion
Keeley Electronics,1962 British Overdrive,Overdrive
Keeley Electronics,1962 Overdrive,Distortion
Keeley Electronics,1962 Overdrive,Overdrive
Keeley Electronics,1962X 2-Mode Limited British Overdrive,Overdrive
Keeley Electronics,Angry Orange Distortion and Fuzz,Distortion
Keeley Electronics,Angry Orange Distortion and Fuzz,Fuzz
Keeley Electronics,Aria Compressor Drive,Overdrive
Keeley Electronics,Aria Compressor/Overdrive,Distortion
Keeley Electronics,Aria Compressor/Overdrive,Overdrive
Keeley Electronics,Blues Disorder Overdrive and Distortion,Distortion
Keeley Electronics,Blues Disorder Overdrive and Distortion,Overdrive
Keeley Electronics,D&M Drive,Distortion
Keeley Electronics,D&M Drive,Overdrive
Keeley Electronics,Dark Side,Fuzz
Keeley Electronics,Dark Side Fuzz/Phaser,Fuzz
Keeley Electronics,DCR Drive Chorus Rotary,Overdrive
Keeley Electronics,DDR — Drive Delay Reverb,Overdrive
Keeley Electronics,Drive For a Cure,Overdrive
Keeley Electronics,El Rey Dorado,Overdrive
Keeley Electronics,Filaments High Gain Distortion,Distortion
Keeley Electronics,Filaments High Gain Distortion,Overdrive
Keeley Electronics,Fuzz Bender,Fuzz
Keeley Electronics,Fuzz Head,Fuzz
Keeley Electronics,Germanium Super Phat Mod,Fuzz
Keeley Electronics,Katana Blues Drive,Distortion
Keeley Electronics,Katana Blues Drive,Overdrive
Keeley Electronics,Keeley Oxblood Overdrive,Overdrive
Keeley Electronics,Loomer,Fuzz
Keeley Electronics,Loomer Fuzz/Reverb,Fuzz
Keeley Electronics,Manis Overdrive,Overdrive
Keeley Electronics,Mk3 Driver — Andy Timmons Full Range Overdrive,Fuzz
Keeley Electronics,Mk3 Driver — Andy Timmons Full Range Overdrive,Overdrive
Keeley Electronics,Monterey Rotary Fuzz Vibe,Fuzz
Keeley Electronics,Moon Op Amp Fuzz,Fuzz
Keeley Electronics,Noble Screamer Overdrive and Boost,Distortion
Keeley Electronics,Noble Screamer Overdrive and Boost,Overdrive
Keeley Electronics,OCTA PSI Transfigurating Fuzz,Distortion
Keeley Electronics,OCTA PSI Transfigurating Fuzz,Fuzz
Keeley Electronics,Oxblood Germanium Overdrive,Distortion
Keeley Electronics,Oxblood Germanium Overdrive,Overdrive
Keeley Electronics,Oxblood Overdrive,Distortion
Keeley Electronics,Oxblood Overdrive,Overdrive
Keeley Electronics,Red Dirt Germanium Overdrive,Overdrive
Keeley Electronics,Red Dirt Mini,Distortion
Keeley Electronics,Red Dirt Mini,Overdrive
Keeley Electronics,Red Dirt Overdrive,Distortion
Keeley Electronics,Red Dirt Overdrive,Overdrive
Keeley Electronics,Red Nectar Compressor and Overdrive,Overdrive
Keeley Electronics,SUNS Ultravoid Fuzz,Fuzz
Keeley Electronics,SUPER BASS Overdrive and Distortion,Distortion
Keeley Electronics,SUPER BASS Overdrive and Distortion,Overdrive
Keeley Electronics,Super Phat Mod,Distortion
Keeley Electronics,Super Phat Mod,Overdrive
Keeley Electronics,Super Phat Mod Mini,Distortion
Keeley Electronics,Super Phat Mod Mini,Overdrive
Keeley Electronics,Super Rodent Overdrive and Distortion,Distortion
Keeley Electronics,Super Rodent Overdrive and Distortion,Overdrive
Keeley Electronics,Sweet Spot Johnny Hiland Super Drive Overdrive,Overdrive
Keeley Electronics,Synth-1 Reverse Attack Fuzz Wave Generator,Distortion
Keeley Electronics,Synth-1 Reverse Attack Fuzz Wave Generator,Fuzz
Keeley Electronics,Tone Workstation,Distortion
Keeley Electronics,Tone Workstation,Overdrive
Keeley Electronics,Tube Drive Twin Triode Dual Overdrive,Overdrive
KHDK Electronics,Abyss — bass overdrive,Distortion
KHDK Electronics,Abyss — bass overdrive,Overdrive
KHDK Electronics,Ascendancy — dual dirt pedal with overdrive sections,Fuzz
KHDK Electronics,Dark Blood — distortion,Distortion
KHDK Electronics,Dark Blood — distortion,Overdrive
KHDK Electronics,Deathscream — Kreator signature dirt product,Distortion
KHDK Electronics,Deathscream — Kreator signature dirt product,Overdrive
KHDK Electronics,Fallout Bass Overdrive — bass overdrive,Distortion
KHDK Electronics,Fallout Bass Overdrive — bass overdrive,Overdrive
KHDK Electronics,Ghoul JR — overdrive,Distortion
KHDK Electronics,Ghoul JR — overdrive,Overdrive
KHDK Electronics,Ghoul Screamer — overdrive,Distortion
KHDK Electronics,Ghoul Screamer — overdrive,Overdrive
KHDK Electronics,Gojira Drive — harmonic overdrive,Distortion
KHDK Electronics,Gojira Drive — harmonic overdrive,Overdrive
KHDK Electronics,In Waves — Trivium metal tone shaper / dirt product,Distortion
KHDK Electronics,In Waves — Trivium metal tone shaper / dirt product,Overdrive
KHDK Electronics,LCFR — Nergal signature dirt product,Distortion
KHDK Electronics,LCFR — Nergal signature dirt product,Overdrive
KHDK Electronics,Mad Monarch — high-gain dirt product,Distortion
KHDK Electronics,Mad Monarch — high-gain dirt product,Overdrive
KHDK Electronics,Night of the Living Shred — high-gain preamp / dirt product,Distortion
KHDK Electronics,Night of the Living Shred — high-gain preamp / dirt product,Overdrive
KHDK Electronics,No.1 — tube-like overdrive,Distortion
KHDK Electronics,No.1 — tube-like overdrive,Overdrive
KHDK Electronics,Paranormal II — parametric EQ overdrive,Distortion
KHDK Electronics,Paranormal II — parametric EQ overdrive,Overdrive
KHDK Electronics,Paranormal — parametric EQ overdrive,Distortion
KHDK Electronics,Paranormal — parametric EQ overdrive,Overdrive
KHDK Electronics,Scuzz Box — germanium-voiced fuzz,Fuzz
KHDK Electronics,Shred II — high-gain dirt product,Distortion
KHDK Electronics,Shred II — high-gain dirt product,Overdrive
KHDK Electronics,Totality — dual-path overdrive for guitar and bass,Distortion
KHDK Electronics,Totality — dual-path overdrive for guitar and bass,Overdrive
KHDK Electronics,Unicorn Blood II — octave fuzz,Fuzz
KHDK Electronics,Unicorn Blood — octave fuzz,Fuzz
Lichtlaerm Audio,Gehenna — metal distortion / preamp,Distortion
Lichtlaerm Audio,Gehenna — metal distortion / preamp,Fuzz
Lichtlaerm Audio,Gehenna — metal distortion / preamp,Overdrive
Lichtlaerm Audio,Medusa — grinding death metal distortion,Distortion
Lichtlaerm Audio,Medusa — grinding death metal distortion,Fuzz
Lichtlaerm Audio,Medusa — grinding death metal distortion,Overdrive
Lichtlaerm Audio,Ragnarøk — apocalyptic tube distortion / preamp,Distortion
Lichtlaerm Audio,Ragnarøk — apocalyptic tube distortion / preamp,Fuzz
Lichtlaerm Audio,Ragnarøk — apocalyptic tube distortion / preamp,Overdrive
Lichtlaerm Audio,Ritual. — post-metal distortion,Distortion
Lichtlaerm Audio,Ritual. — post-metal distortion,Fuzz
Lichtlaerm Audio,Ritual. — post-metal distortion,Overdrive
Lichtlaerm Audio,The King in Yellow — parallel blending overdrive,Distortion
Lichtlaerm Audio,The King in Yellow — parallel blending overdrive,Fuzz
Lichtlaerm Audio,The King in Yellow — parallel blending overdrive,Overdrive
Lichtlaerm Audio,Thorn — signature distortion,Distortion
Lichtlaerm Audio,Thorn — signature distortion,Fuzz
Lichtlaerm Audio,Thorn — signature distortion,Overdrive
Lichtlaerm Audio,Total Distortion Worship MKII — extreme metal distortion with built-in overdrive,Distortion
Lichtlaerm Audio,Total Distortion Worship MKII — extreme metal distortion with built-in overdrive,Fuzz
Lichtlaerm Audio,Total Distortion Worship MKII — extreme metal distortion with built-in overdrive,Overdrive
Lovepedal,200lbs of Gold,Fuzz
Lovepedal,200lbs of Gold,Overdrive
Lovepedal,5E3 Deluxe,Overdrive
Lovepedal,Amp 50,Overdrive
Lovepedal,Amp Eleven,Overdrive
Lovepedal,COT 50 Boost / Overdrive,Overdrive
Lovepedal,COT 50 / Church of Tone 50,Overdrive
Lovepedal,Dover Drive,Overdrive
Lovepedal,Eternity,Overdrive
Lovepedal,Eternity Burst,Overdrive
Lovepedal,FAB 50,Fuzz
Lovepedal,FAB 50,Overdrive
Lovepedal,Kalamazoo,Overdrive
Lovepedal,Mosferatu,Overdrive
Lovepedal,Purple Plexi,Overdrive
Lovepedal,Super Six,Overdrive
Lovepedal,Tchula,Overdrive
Lovepedal,Tiki Drive,Distortion
Lovepedal,Tiki Drive,Overdrive
Lovepedal,Zendrive,Overdrive
Lovepedal,Zendrive 2,Overdrive
Mad Professor Amplification,Albert's Overdrive,Overdrive
Mad Professor Amplification,Amber Overdrive,Overdrive
Mad Professor Amplification,Big Tweedy Drive,Overdrive
Mad Professor Amplification,Blueberry Bass Overdrive,Overdrive
Mad Professor Amplification,Bluebird Overdrive,Overdrive
Mad Professor Amplification,Fire Red Fuzz,Fuzz
Mad Professor Amplification,Golden Cello,Overdrive
Mad Professor Amplification,Little Green Wonder,Overdrive
Mad Professor Amplification,Little Tweedy Drive,Overdrive
Mad Professor Amplification,Loud 'n Proud,Fuzz
Mad Professor Amplification,Loud 'n Proud,Overdrive
Mad Professor Amplification,Mighty Red Distortion,Distortion
Mad Professor Amplification,Royal Blue Overdrive,Overdrive
Mad Professor Amplification,Sky Blue Overdrive,Overdrive
Mad Professor Amplification,Stone Grey Distortion,Distortion
Mad Professor Amplification,Supreme,Overdrive
Mad Professor Amplification,Sweet Honey Overdrive,Overdrive
Mad Professor Amplification,Sweet Honey Overdrive Deluxe,Overdrive
Mad Professor Amplification,The Green Wonder,Overdrive
Mad Professor Amplification,Twimble,Overdrive
Marshall Amplification,1959 Overdrive Pedal,Overdrive
Marshall Amplification,Bluesbreaker II BB-2,Overdrive
Marshall Amplification,Bluesbreaker Vintage Reissue Pedal,Overdrive
Marshall Amplification,Drivemaster Vintage Reissue Pedal,Distortion
Marshall Amplification,Drivemaster Vintage Reissue Pedal,Overdrive
Marshall Amplification,DSL Overdrive Pedal,Overdrive
Marshall Amplification,Guv'nor Plus GV-2,Distortion
Marshall Amplification,Guv'nor Plus GV-2,Overdrive
Marshall Amplification,Guv'nor Vintage Reissue Pedal,Overdrive
Marshall Amplification,Jackhammer JH-1,Distortion
Marshall Amplification,Jackhammer JH-1,Overdrive
Marshall Amplification,JCM800 Overdrive Pedal,Overdrive
Marshall Amplification,JCM900 Overdrive Pedal,Overdrive
Marshall Amplification,JVM Overdrive Pedal,Overdrive
Marshall Amplification,none identified,Fuzz
Marshall Amplification,Shredmaster Vintage Reissue Pedal,Distortion
Marshall Amplification,Supa Fuzz,Fuzz
Mask Audio Electronics,BLACK MATH,Fuzz
Mask Audio Electronics,BSRI x MAE | MAYBE THE REAL TREASURE,Fuzz
Mask Audio Electronics,CASCADER,Fuzz
Mask Audio Electronics,CIVIL MATH,Fuzz
Mask Audio Electronics,CLUBBER LANG,Fuzz
Mask Audio Electronics,Ears Come To Die (historical limited-edition Fuzz Lab),Fuzz
Mask Audio Electronics,Germanium Part Garden,Fuzz
Mask Audio Electronics,Germanium Part Garden,Overdrive
Mask Audio Electronics,Hot Water,Fuzz
Mask Audio Electronics,LARAN (prebuilt),Fuzz
Mask Audio Electronics,LARAN (prebuilt),Overdrive
Mask Audio Electronics,Little Acorn,Fuzz
Mask Audio Electronics,MAYBE,Fuzz
Mask Audio Electronics,PART GARDEN,Fuzz
Mask Audio Electronics,Part Garden,Overdrive
Mask Audio Electronics,Screws,Fuzz
Mask Audio Electronics,TRUST YOURSELF,Distortion
Maxon,D&S,Distortion
Maxon,D&S II,Distortion
Maxon,Distortion and Sustainer (D&S),Distortion
Maxon,Distortion and Sustainer (D&S),Overdrive
Maxon,Distortion and Sustainer II (D&S II),Distortion
Maxon,Distortion and Sustainer II (D&S II),Overdrive
Maxon,Distortion Master (DS830),Distortion
Maxon,Distortion Master (DS830),Overdrive
Maxon,DS830 Distortion Master,Distortion
Maxon,Fuzz Elements Air,Fuzz
Maxon,Fuzz Elements Air (FA10),Fuzz
Maxon,Fuzz Elements Earth,Fuzz
Maxon,Fuzz Elements Earth (FEA10),Fuzz
Maxon,Fuzz Elements Ether,Fuzz
Maxon,Fuzz Elements Ether (FE10),Fuzz
Maxon,Fuzz Elements Fire,Fuzz
Maxon,Fuzz Elements Fire (FF10),Fuzz
Maxon,Fuzz Elements Void,Fuzz
Maxon,Fuzz Elements Void (FV10),Fuzz
Maxon,Fuzz Elements Water,Fuzz
Maxon,Fuzz Elements Water (FWA10),Fuzz
Maxon,Fuzz Elements Wind,Fuzz
Maxon,Fuzz Elements Wind (FW10),Fuzz
Maxon,OD-9,Overdrive
Maxon,OD-9 Pro+,Overdrive
Maxon,OD808,Overdrive
Maxon,OD808X,Overdrive
Maxon,OD820 Overdrive Pro+,Overdrive
Maxon,OOD-9 Organic Overdrive,Overdrive
Maxon,Organic Overdrive (OOD-9),Distortion
Maxon,Organic Overdrive (OOD-9),Overdrive
Maxon,OSD-9,Distortion
Maxon,OSD-9 Overdrive / Soft Distortion,Overdrive
Maxon,Overdrive Extreme (OD808X),Distortion
Maxon,Overdrive Extreme (OD808X),Overdrive
Maxon,Overdrive (OD808),Distortion
Maxon,Overdrive (OD808),Overdrive
Maxon,Overdrive Pro (OD820),Distortion
Maxon,Overdrive Pro (OD820),Overdrive
Maxon,Overdrive Pro Plus (OD-9Pro+),Distortion
Maxon,Overdrive Pro Plus (OD-9Pro+),Overdrive
Maxon,Overdrive-Soft Distortion (OSD-9),Distortion
Maxon,Overdrive-Soft Distortion (OSD-9),Overdrive
Maxon,Real Tube Overdrive-Distortion (RTD800),Distortion
Maxon,Real Tube Overdrive-Distortion (RTD800),Overdrive
Maxon,Real Tube Overdrive (RTO700),Distortion
Maxon,Real Tube Overdrive (RTO700),Overdrive
Maxon,ROD881 Real Overdrive / Distortion,Distortion
Maxon,ROD881 Real Overdrive / Distortion,Overdrive
Maxon,RTD800 Real Tube Distortion,Distortion
Maxon,RTD800 Real Tube Distortion,Overdrive
Maxon,RTO700 Real Tube Overdrive,Overdrive
Maxon,SD-9 Sonic Distortion,Distortion
Maxon,SD-9 Sonic Distortion / Overdrive,Overdrive
Maxon,SD-9M Sonic Distortion Master,Distortion
Maxon,SM-9 Super Metal,Distortion
Maxon,SM-9Pro+ Super Metal Pro+,Distortion
Maxon,SM-9Pro Super Metal Pro+,Overdrive
Maxon,Sonic Distortion (SD-9),Distortion
Maxon,Sonic Distortion (SD-9),Overdrive
Maxon,SSD-9 Super Sonic Distortion,Distortion
Maxon,ST-9 Super Tube Screamer,Overdrive
Maxon,ST9Pro+ Super Tube Overdrive Pro+,Overdrive
Maxon,Super Sonic Distortion (SSD-9),Distortion
Maxon,Super Sonic Distortion (SSD-9),Overdrive
Maxon,TBO-9 True Tube Booster / Overdrive,Overdrive
Maxon,TOD-9 True Tube Overdrive,Overdrive
McGregor Pedals,Crunch Plus Overdrive/Distortion,Distortion
McGregor Pedals,Crunch Plus Overdrive/Distortion,Overdrive
McGregor Pedals,Crunch Transparent Overdrive,Overdrive
McGregor Pedals,Double Crunch Transparent Overdrive,Overdrive
McGregor Pedals,Octave Fuzz with Stank,Fuzz
McGregor Pedals,The Classic Fuzz,Fuzz
McGregor Pedals,The Cozmic Fuzzball,Distortion
McGregor Pedals,The Cozmic Fuzzball,Fuzz
Menatone,Blue Collar Mini,Distortion
Menatone,Blue Collar Mini,Overdrive
Menatone,Blue Collar Mojo PTP,Distortion
Menatone,Blue Collar Mojo PTP,Overdrive
Menatone,Blue Collar PTP,Distortion
Menatone,Blue Collar PTP,Overdrive
Menatone,Fish Factory,Distortion
Menatone,Fish Factory,Overdrive
Menatone,Hindenburg Mini,Distortion
Menatone,Hindenburg Mini,Overdrive
Menatone,Mail Bomb Mini,Distortion
Menatone,Mail Bomb Mini,Overdrive
Menatone,MenaWatt,Distortion
Menatone,MenaWatt,Overdrive
Menatone,Ms. Foxy Brown Mini,Distortion
Menatone,Ms. Foxy Brown Mini,Overdrive
Menatone,None More Black Deluxe,Distortion
Menatone,None More Black Deluxe,Overdrive
Menatone,Red Snapper 4 Knob Mini,Distortion
Menatone,Red Snapper 4 Knob Mini,Overdrive
Menatone,Red Snapper 4 Knob PTP,Distortion
Menatone,Red Snapper 4 Knob PTP,Overdrive
Menatone,Red Snapper Mini,Distortion
Menatone,Red Snapper Mini,Overdrive
Menatone,Red Snapper Mojo PTP,Distortion
Menatone,Red Snapper Mojo PTP,Overdrive
Menatone,The Dirty Blonde,Distortion
Menatone,The Dirty Blonde,Overdrive
Menatone,The Howie Deluxe,Distortion
Menatone,The Howie Deluxe,Overdrive
Menatone,The King,Distortion
Menatone,The King,Overdrive
Menatone,The Law Bender Deluxe,Distortion
Menatone,The Law Bender Deluxe,Fuzz
Menatone,The Law Bender Deluxe,Overdrive
Menatone,The Law Mini,Distortion
Menatone,The Law Mini,Fuzz
Menatone,The Law Mini,Overdrive
Menatone,Thundering Revival Mini,Distortion
Menatone,Thundering Revival Mini,Overdrive
Menatone,Top Boost in a Can,Distortion
Menatone,Top Boost in a Can,Overdrive
Menatone,Wreck'T,Distortion
Menatone,Wreck'T,Overdrive
MESA/Boogie,Cleo,Overdrive
MESA/Boogie,DynaPlex,Overdrive
MESA/Boogie,Flux-Drive,Distortion
MESA/Boogie,Flux-Drive,Overdrive
MESA/Boogie,Flux-Five,Overdrive
MESA/Boogie,Gold Mine,Overdrive
MESA/Boogie,Grid Slammer,Overdrive
MESA/Boogie,none identified,Fuzz
MESA/Boogie,Throttle Box,Distortion
MESA/Boogie,Throttle Box,Overdrive
MESA/Boogie,Throttle Box EQ,Distortion
MESA/Boogie,Throttle Box EQ,Overdrive
MESA/Boogie,Tone-Burst,Overdrive
MI Audio / MI Effects,Blue Boy Deluxe,Overdrive
MI Audio / MI Effects,Classic Distortion,Distortion
MI Audio / MI Effects,Cross Over Drive,Overdrive
MI Audio / MI Effects,Crunch Box,Distortion
MI Audio / MI Effects,GI Fuzz,Fuzz
MI Audio / MI Effects,Megalith Delta,Distortion
MI Audio / MI Effects,Neo Fuzz,Fuzz
MI Audio / MI Effects,Super Blues Pro,Fuzz
MI Audio / MI Effects,Super Blues Pro,Overdrive
MI Audio / MI Effects,Super Crunch Box V2,Distortion
MI Audio / MI Effects,Tube Zone Overdrive,Overdrive
Mid-Fi Electronics,Another/An-other (Fuzz Version),Fuzz
Mid-Fi Electronics,Clari(not) Fuzz,Fuzz
Mid-Fi Electronics,Cocoon,Fuzz
Mid-Fi Electronics,Country Fuzz,Fuzz
Mid-Fi Electronics,Demo Tape Fuzz,Fuzz
Mid-Fi Electronics,Faulty Channel,Fuzz
Mid-Fi Electronics,Full Frequency Overdrive,Overdrive
Mid-Fi Electronics,Fuzz Wall,Fuzz
Mid-Fi Electronics,Glitch Computer,Fuzz
Mid-Fi Electronics,Hieracium,Overdrive
Mid-Fi Electronics,House Amp,Fuzz
Mid-Fi Electronics,"Magick ""i""",Overdrive
Mid-Fi Electronics,Overdrive,Overdrive
Mid-Fi Electronics,Peace Gun,Fuzz
Mid-Fi Electronics,Psych Byke,Fuzz
Mid-Fi Electronics,Random Number Generator,Fuzz
Mid-Fi Electronics,Rise/OverRun,Fuzz
Mid-Fi Electronics,What?,Fuzz
Mid-Fi Electronics,Yard Sale,Fuzz
Mid-Fi Electronics,Yard Sale,Overdrive
Mojo Hand FX,1979,Fuzz
Mojo Hand FX,1979 Baja,Fuzz
Mojo Hand FX,1979 Baja: current manufacturer catalog explicitly labels it “OpAmp Fuzz.”,Fuzz
Mojo Hand FX,1979: official product page explicitly calls it “OpAmp Fuzz” and describes the fuzz circuit and tone-bypass controls,Fuzz
Mojo Hand FX,BlueBonnet,Overdrive
Mojo Hand FX,BlueBonnet: authoritative historical Effects Database entry identifies the BlueBonnet as an overdrive pedal; the product existed as a Mojo Hand FX dirt identity before the current catalog was consolidated,Overdrive
Mojo Hand FX,Colossus,Fuzz
Mojo Hand FX,Colossus: official product page explicitly calls it a Russian/Civil War Muff-style fuzz,Fuzz
Mojo Hand FX,Crosstown,Fuzz
Mojo Hand FX,Crosstown: current manufacturer catalog explicitly labels it “Classic Germanium/Silicon Fuzz.”,Fuzz
Mojo Hand FX,Crosstown Rasta,Fuzz
Mojo Hand FX,Crosstown Rasta: current manufacturer catalog lists it in the Mojo Hand fuzz catalog; the product is a Crosstown fuzz identity variant and is retained as Fuzz rather than treated as a separate non-dirt effect,Fuzz
Mojo Hand FX,DMBL,Overdrive
Mojo Hand FX,DMBL: current manufacturer catalog explicitly labels it “Holy Grail Amp Overdrive.”,Overdrive
Mojo Hand FX,El Guapo,Fuzz
Mojo Hand FX,El Guapo: official product page explicitly calls it a fuzz machine and identifies it as voltage-starved fuzz. The ability to reach almost-overdrive settings does not change its archive category,Fuzz
Mojo Hand FX,Extra Special,Overdrive
Mojo Hand FX,"Extra Special: official product page describes it as the higher-gain development of the DMBL and places it in the medium-to-higher-gain drive family. It is retained as an Overdrive identity, not promoted to Distortion solely because of its gain range",Overdrive
Mojo Hand FX,Iron Bell,Fuzz
Mojo Hand FX,Iron Bell: current manufacturer catalog explicitly labels it “Gilmour Fuzz.”,Fuzz
Mojo Hand FX,Kensrue Rook,Overdrive
Mojo Hand FX,Kensrue Rook: official product page explicitly calls it Dustin Kensrue's Signature Overdrive and describes the Rook as a classic overdrive,Overdrive
Mojo Hand FX,Magistrate,Distortion
Mojo Hand FX,Magistrate: authoritative historical product documentation identifies the Magistrate as a high-gain distortion with a three-band EQ. Barefoot Buttons also records the product specifically as “Mojo Hand FX Magistrate Distortion.”,Distortion
Mojo Hand FX,Magpie,Overdrive
Mojo Hand FX,Magpie: official product page explicitly calls it a classic British-style overdrive and labels its low-gain setting “Overdrive.”,Overdrive
Mojo Hand FX,Odessa,Overdrive
Mojo Hand FX,Odessa: official product page explicitly labels it “Dual Overdrive” and states that it contains Rook and Magpie overdrive circuits,Overdrive
Mojo Hand FX,One Ton Bee,Fuzz
Mojo Hand FX,One Ton Bee: current manufacturer catalog explicitly labels it “60s Style Fuzz.”,Fuzz
Mojo Hand FX,Pompeii: authoritative product documentation identifies it as a Mojo Hand FX fuzz and places it in the limited Future Vintage Series,Fuzz
Mojo Hand FX,Pompeii (historical/limited),Fuzz
Mojo Hand FX,Rock City,Overdrive
